"LSOA11CD","LSOA21CD","LinkCode","Households","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01005231","E01005231","E01005231_E01005231",713,713,713,1,1,"U"
"E01005232","E01005232","E01005232_E01005232",662,662,662,1,1,"U"
"E01005233","E01005233","E01005233_E01005233",796,796,796,1,1,"U"
"E01005234","E01005234","E01005234_E01005234",647,647,647,1,1,"U"
"E01005235","E01005235","E01005235_E01005235",715,715,715,1,1,"U"
"E01005236","E01005236","E01005236_E01005236",693,693,693,1,1,"U"
"E01005237","E01005237","E01005237_E01005237",513,513,513,1,1,"U"
"E01005238","E01005238","E01005238_E01005238",591,591,591,1,1,"U"
"E01005239","E01005239","E01005239_E01005239",642,642,642,1,1,"U"
"E01005240","E01034122","E01005240_E01034122",617,1255,617,1,0.491633466135458,"S"
"E01005240","E01034123","E01005240_E01034123",638,1255,638,1,0.508366533864542,"S"
"E01005241","E01034126","E01005241_E01034126",624,1185,624,1,0.526582278481013,"S"
"E01005241","E01034127","E01005241_E01034127",561,1185,561,1,0.473417721518987,"S"
"E01005242","E01034124","E01005242_E01034124",538,1094,538,1,0.491773308957952,"S"
"E01005242","E01034125","E01005242_E01034125",556,1094,556,1,0.508226691042048,"S"
"E01005243","E01005243","E01005243_E01005243",1117,1117,1117,1,1,"U"
"E01005244","E01005244","E01005244_E01005244",812,812,812,1,1,"U"
"E01005245","E01005245","E01005245_E01005245",942,942,942,1,1,"U"
"E01005246","E01005246","E01005246_E01005246",788,788,788,1,1,"U"
"E01005247","E01005247","E01005247_E01005247",620,620,620,1,1,"U"
"E01005248","E01005248","E01005248_E01005248",584,584,584,1,1,"U"
"E01005249","E01005249","E01005249_E01005249",910,910,910,1,1,"U"
"E01005250","E01005250","E01005250_E01005250",742,742,742,1,1,"U"
"E01005251","E01005251","E01005251_E01005251",646,646,646,1,1,"U"
"E01005252","E01005252","E01005252_E01005252",797,797,797,1,1,"U"
"E01005253","E01005253","E01005253_E01005253",634,634,634,1,1,"U"
"E01005254","E01005254","E01005254_E01005254",700,700,700,1,1,"U"
"E01005255","E01005255","E01005255_E01005255",763,763,763,1,1,"U"
"E01005256","E01005256","E01005256_E01005256",1049,1049,1049,1,1,"U"
"E01005257","E01005257","E01005257_E01005257",810,810,810,1,1,"U"
"E01005258","E01005258","E01005258_E01005258",775,775,775,1,1,"U"
"E01005259","E01005259","E01005259_E01005259",748,748,748,1,1,"U"
"E01005260","E01005260","E01005260_E01005260",607,607,607,1,1,"U"
"E01005261","E01005261","E01005261_E01005261",681,681,681,1,1,"U"
"E01005262","E01005262","E01005262_E01005262",875,875,875,1,1,"U"
"E01005263","E01005263","E01005263_E01005263",782,782,782,1,1,"U"
"E01005264","E01005264","E01005264_E01005264",618,618,618,1,1,"U"
"E01005265","E01005265","E01005265_E01005265",689,689,689,1,1,"U"
"E01005266","E01005266","E01005266_E01005266",827,827,827,1,1,"U"
"E01005267","E01005267","E01005267_E01005267",668,668,668,1,1,"U"
"E01005268","E01005268","E01005268_E01005268",1070,1070,1070,1,1,"U"
"E01005269","E01005269","E01005269_E01005269",606,606,606,1,1,"U"
"E01005270","E01005270","E01005270_E01005270",689,689,689,1,1,"U"
"E01005271","E01005271","E01005271_E01005271",624,624,624,1,1,"U"
"E01005272","E01005272","E01005272_E01005272",810,810,810,1,1,"U"
"E01005273","E01005273","E01005273_E01005273",606,606,606,1,1,"U"
"E01005274","E01005274","E01005274_E01005274",690,690,690,1,1,"U"
"E01005275","E01005275","E01005275_E01005275",797,797,797,1,1,"U"
"E01005276","E01005276","E01005276_E01005276",616,616,616,1,1,"U"
"E01005277","E01005277","E01005277_E01005277",787,787,787,1,1,"U"
"E01005278","E01005278","E01005278_E01005278",541,541,541,1,1,"U"
"E01005279","E01005279","E01005279_E01005279",823,823,823,1,1,"U"
"E01005280","E01005280","E01005280_E01005280",541,541,541,1,1,"U"
"E01005281","E01005281","E01005281_E01005281",530,530,530,1,1,"U"
"E01005282","E01034128","E01005282_E01034128",554,554,897,0.617614269788183,1,"M"
"E01005283","E01034128","E01005283_E01034128",343,343,897,0.382385730211817,1,"M"
"E01005284","E01005284","E01005284_E01005284",657,657,657,1,1,"U"
"E01005285","E01005285","E01005285_E01005285",500,500,500,1,1,"U"
"E01005286","E01005286","E01005286_E01005286",764,764,764,1,1,"U"
"E01005287","E01005287","E01005287_E01005287",639,639,639,1,1,"U"
"E01005288","E01005288","E01005288_E01005288",687,687,687,1,1,"U"
"E01005289","E01005289","E01005289_E01005289",785,785,785,1,1,"U"
"E01005290","E01005290","E01005290_E01005290",686,686,686,1,1,"U"
"E01005291","E01005291","E01005291_E01005291",683,683,683,1,1,"U"
"E01005292","E01005292","E01005292_E01005292",667,667,667,1,1,"U"
"E01005293","E01005293","E01005293_E01005293",508,508,508,1,1,"U"
"E01005294","E01005294","E01005294_E01005294",639,639,639,1,1,"U"
"E01005295","E01005295","E01005295_E01005295",1139,1139,1139,1,1,"U"
"E01005296","E01005296","E01005296_E01005296",630,630,630,1,1,"U"
"E01005297","E01005297","E01005297_E01005297",955,955,955,1,1,"U"
"E01005298","E01005298","E01005298_E01005298",628,628,628,1,1,"U"
"E01005299","E01005299","E01005299_E01005299",538,538,538,1,1,"U"
"E01005300","E01005300","E01005300_E01005300",484,484,484,1,1,"U"
"E01005301","E01005301","E01005301_E01005301",590,590,590,1,1,"U"
"E01005302","E01005302","E01005302_E01005302",1006,1006,1006,1,1,"U"
"E01005304","E01005304","E01005304_E01005304",650,650,650,1,1,"U"
"E01005305","E01005305","E01005305_E01005305",572,572,572,1,1,"U"
"E01005306","E01005306","E01005306_E01005306",725,725,725,1,1,"U"
"E01005307","E01005307","E01005307_E01005307",710,710,710,1,1,"U"
"E01005308","E01005308","E01005308_E01005308",618,618,618,1,1,"U"
"E01005309","E01005309","E01005309_E01005309",953,953,953,1,1,"U"
"E01005310","E01005310","E01005310_E01005310",579,579,579,1,1,"U"
"E01005311","E01005311","E01005311_E01005311",639,639,639,1,1,"U"
"E01005312","E01005312","E01005312_E01005312",664,664,664,1,1,"U"
"E01005313","E01005313","E01005313_E01005313",603,603,603,1,1,"U"
"E01005314","E01005314","E01005314_E01005314",657,657,657,1,1,"U"
"E01005315","E01005315","E01005315_E01005315",814,814,814,1,1,"U"
"E01005316","E01005316","E01005316_E01005316",683,683,683,1,1,"U"
"E01005317","E01005317","E01005317_E01005317",926,926,926,1,1,"U"
"E01005318","E01005318","E01005318_E01005318",773,773,773,1,1,"U"
"E01005319","E01005319","E01005319_E01005319",884,884,884,1,1,"U"
"E01005320","E01005320","E01005320_E01005320",651,651,651,1,1,"U"
"E01005321","E01005321","E01005321_E01005321",602,602,602,1,1,"U"
"E01005322","E01005322","E01005322_E01005322",540,540,540,1,1,"U"
"E01005323","E01005323","E01005323_E01005323",623,623,623,1,1,"U"
"E01005324","E01005324","E01005324_E01005324",679,679,679,1,1,"U"
"E01005325","E01005325","E01005325_E01005325",515,515,515,1,1,"U"
"E01005326","E01005326","E01005326_E01005326",514,514,514,1,1,"U"
"E01005327","E01005327","E01005327_E01005327",787,787,787,1,1,"U"
"E01005328","E01005328","E01005328_E01005328",736,736,736,1,1,"U"
"E01005329","E01005329","E01005329_E01005329",627,627,627,1,1,"U"
"E01005330","E01005330","E01005330_E01005330",691,691,691,1,1,"U"
"E01005331","E01005331","E01005331_E01005331",665,665,665,1,1,"U"
"E01005332","E01005332","E01005332_E01005332",1007,1007,1007,1,1,"U"
"E01005333","E01005333","E01005333_E01005333",505,505,505,1,1,"U"
"E01005334","E01005334","E01005334_E01005334",551,551,551,1,1,"U"
"E01005335","E01005335","E01005335_E01005335",542,542,542,1,1,"U"
"E01005336","E01005336","E01005336_E01005336",632,632,632,1,1,"U"
"E01005337","E01005337","E01005337_E01005337",801,801,801,1,1,"U"
"E01005338","E01005338","E01005338_E01005338",763,763,763,1,1,"U"
"E01005339","E01005339","E01005339_E01005339",614,614,614,1,1,"U"
"E01005340","E01005340","E01005340_E01005340",627,627,627,1,1,"U"
"E01005341","E01005341","E01005341_E01005341",584,584,584,1,1,"U"
"E01005342","E01005342","E01005342_E01005342",789,789,789,1,1,"U"
"E01005343","E01005343","E01005343_E01005343",539,539,539,1,1,"U"
"E01005344","E01005344","E01005344_E01005344",729,729,729,1,1,"U"
"E01005345","E01005345","E01005345_E01005345",615,615,615,1,1,"U"
"E01005346","E01005346","E01005346_E01005346",602,602,602,1,1,"U"
"E01005347","E01005347","E01005347_E01005347",540,540,540,1,1,"U"
"E01005348","E01005348","E01005348_E01005348",743,743,743,1,1,"U"
"E01005349","E01005349","E01005349_E01005349",594,594,594,1,1,"U"
"E01005350","E01005350","E01005350_E01005350",1044,1044,1044,1,1,"U"
"E01005351","E01005351","E01005351_E01005351",446,446,446,1,1,"U"
"E01005352","E01005352","E01005352_E01005352",472,472,472,1,1,"U"
"E01005353","E01005353","E01005353_E01005353",411,411,411,1,1,"U"
"E01005354","E01005354","E01005354_E01005354",588,588,588,1,1,"U"
"E01005355","E01005355","E01005355_E01005355",626,626,626,1,1,"U"
"E01005356","E01005356","E01005356_E01005356",520,520,520,1,1,"U"
"E01005357","E01005357","E01005357_E01005357",619,619,619,1,1,"U"
"E01005358","E01005358","E01005358_E01005358",736,736,736,1,1,"U"
"E01005359","E01005359","E01005359_E01005359",754,754,754,1,1,"U"
"E01005360","E01005360","E01005360_E01005360",648,648,648,1,1,"U"
"E01005361","E01005361","E01005361_E01005361",713,713,713,1,1,"U"
"E01005362","E01005362","E01005362_E01005362",597,597,597,1,1,"U"
"E01005363","E01005363","E01005363_E01005363",838,838,838,1,1,"U"
"E01005364","E01005364","E01005364_E01005364",695,695,695,1,1,"U"
"E01005365","E01005365","E01005365_E01005365",608,608,608,1,1,"U"
"E01005366","E01005366","E01005366_E01005366",752,752,752,1,1,"U"
"E01005367","E01005367","E01005367_E01005367",579,579,579,1,1,"U"
"E01005368","E01005368","E01005368_E01005368",760,760,760,1,1,"U"
"E01005369","E01005369","E01005369_E01005369",822,822,822,1,1,"U"
"E01005370","E01005370","E01005370_E01005370",803,803,803,1,1,"U"
"E01005371","E01005371","E01005371_E01005371",612,612,612,1,1,"U"
"E01005372","E01005372","E01005372_E01005372",540,540,540,1,1,"U"
"E01005373","E01005373","E01005373_E01005373",525,525,525,1,1,"U"
"E01005374","E01005374","E01005374_E01005374",610,610,610,1,1,"U"
"E01005375","E01005375","E01005375_E01005375",632,632,632,1,1,"U"
"E01005376","E01005376","E01005376_E01005376",581,581,581,1,1,"U"
"E01005377","E01005377","E01005377_E01005377",632,632,632,1,1,"U"
"E01005378","E01005378","E01005378_E01005378",664,664,664,1,1,"U"
"E01005379","E01005379","E01005379_E01005379",480,480,480,1,1,"U"
"E01005380","E01005380","E01005380_E01005380",526,526,526,1,1,"U"
"E01005381","E01005381","E01005381_E01005381",724,724,724,1,1,"U"
"E01005382","E01005382","E01005382_E01005382",640,640,640,1,1,"U"
"E01005383","E01005383","E01005383_E01005383",728,728,728,1,1,"U"
"E01005386","E01005386","E01005386_E01005386",639,639,639,1,1,"U"
"E01005387","E01005387","E01005387_E01005387",647,647,647,1,1,"U"
"E01005388","E01005388","E01005388_E01005388",581,581,581,1,1,"U"
"E01005389","E01005389","E01005389_E01005389",785,785,785,1,1,"U"
"E01005390","E01005390","E01005390_E01005390",619,619,619,1,1,"U"
"E01005391","E01005391","E01005391_E01005391",646,646,646,1,1,"U"
"E01005392","E01005392","E01005392_E01005392",797,797,797,1,1,"U"
"E01005393","E01005393","E01005393_E01005393",518,518,518,1,1,"U"
"E01005394","E01005394","E01005394_E01005394",660,660,660,1,1,"U"
"E01005395","E01005395","E01005395_E01005395",629,629,629,1,1,"U"
"E01005396","E01005396","E01005396_E01005396",570,570,570,1,1,"U"
"E01005397","E01005397","E01005397_E01005397",616,616,616,1,1,"U"
"E01005398","E01005398","E01005398_E01005398",670,670,670,1,1,"U"
"E01005399","E01005399","E01005399_E01005399",703,703,703,1,1,"U"
"E01005400","E01005400","E01005400_E01005400",800,800,800,1,1,"U"
"E01005401","E01005401","E01005401_E01005401",699,699,699,1,1,"U"
"E01005402","E01005402","E01005402_E01005402",667,667,667,1,1,"U"
"E01005403","E01005403","E01005403_E01005403",653,653,653,1,1,"U"
"E01005406","E01005406","E01005406_E01005406",585,585,585,1,1,"U"
"E01005407","E01005407","E01005407_E01005407",746,746,746,1,1,"U"
"E01005408","E01005408","E01005408_E01005408",882,882,882,1,1,"U"
"E01005409","E01005409","E01005409_E01005409",661,661,661,1,1,"U"
"E01005410","E01005410","E01005410_E01005410",614,614,614,1,1,"U"
"E01005411","E01005411","E01005411_E01005411",733,733,733,1,1,"U"
"E01005412","E01005412","E01005412_E01005412",804,804,804,1,1,"U"
"E01005413","E01005413","E01005413_E01005413",623,623,623,1,1,"U"
"E01005414","E01005414","E01005414_E01005414",573,573,573,1,1,"U"
"E01005415","E01005415","E01005415_E01005415",511,511,511,1,1,"U"
"E01005416","E01005416","E01005416_E01005416",667,667,667,1,1,"U"
"E01005417","E01005417","E01005417_E01005417",629,629,629,1,1,"U"
"E01005418","E01005418","E01005418_E01005418",577,577,577,1,1,"U"
"E01005419","E01005419","E01005419_E01005419",672,672,672,1,1,"U"
"E01005420","E01005420","E01005420_E01005420",778,778,778,1,1,"U"
"E01005421","E01005421","E01005421_E01005421",751,751,751,1,1,"U"
"E01005422","E01005422","E01005422_E01005422",525,525,525,1,1,"U"
"E01005427","E01005427","E01005427_E01005427",531,531,531,1,1,"U"
"E01005428","E01005428","E01005428_E01005428",559,559,559,1,1,"U"
"E01005429","E01005429","E01005429_E01005429",485,485,485,1,1,"U"
"E01005430","E01005430","E01005430_E01005430",720,720,720,1,1,"U"
"E01005431","E01005431","E01005431_E01005431",697,697,697,1,1,"U"
"E01005432","E01005432","E01005432_E01005432",691,691,691,1,1,"U"
"E01005433","E01005433","E01005433_E01005433",942,942,942,1,1,"U"
"E01005434","E01005434","E01005434_E01005434",783,783,783,1,1,"U"
"E01005435","E01005435","E01005435_E01005435",503,503,503,1,1,"U"
"E01005436","E01005436","E01005436_E01005436",514,514,514,1,1,"U"
"E01005437","E01005437","E01005437_E01005437",529,529,529,1,1,"U"
"E01005438","E01005438","E01005438_E01005438",1025,1025,1025,1,1,"U"
"E01005439","E01005439","E01005439_E01005439",663,663,663,1,1,"U"
"E01005440","E01005440","E01005440_E01005440",652,652,652,1,1,"U"
"E01005441","E01005441","E01005441_E01005441",739,739,739,1,1,"U"
"E01005442","E01005442","E01005442_E01005442",578,578,578,1,1,"U"
"E01005443","E01005443","E01005443_E01005443",538,538,538,1,1,"U"
"E01005444","E01005444","E01005444_E01005444",647,647,647,1,1,"U"
"E01005445","E01005445","E01005445_E01005445",661,661,661,1,1,"U"
"E01005446","E01005446","E01005446_E01005446",587,587,587,1,1,"U"
"E01005447","E01005447","E01005447_E01005447",743,743,743,1,1,"U"
"E01005448","E01005448","E01005448_E01005448",733,733,733,1,1,"U"
"E01005449","E01005449","E01005449_E01005449",682,682,682,1,1,"U"
"E01005450","E01005450","E01005450_E01005450",632,632,632,1,1,"U"
"E01005451","E01005451","E01005451_E01005451",494,494,494,1,1,"U"
"E01005452","E01005452","E01005452_E01005452",542,542,542,1,1,"U"
"E01005453","E01005453","E01005453_E01005453",635,635,635,1,1,"U"
"E01005454","E01005454","E01005454_E01005454",571,571,571,1,1,"U"
"E01005455","E01005455","E01005455_E01005455",607,607,607,1,1,"U"
"E01005456","E01005456","E01005456_E01005456",761,761,761,1,1,"U"
"E01005459","E01005459","E01005459_E01005459",470,470,470,1,1,"U"
"E01005460","E01005460","E01005460_E01005460",804,804,804,1,1,"U"
"E01005461","E01005461","E01005461_E01005461",575,575,575,1,1,"U"
"E01005462","E01005462","E01005462_E01005462",658,658,658,1,1,"U"
"E01005463","E01005463","E01005463_E01005463",511,511,511,1,1,"U"
"E01005464","E01005464","E01005464_E01005464",664,664,664,1,1,"U"
"E01005465","E01005465","E01005465_E01005465",793,793,793,1,1,"U"
"E01005466","E01005466","E01005466_E01005466",1048,1048,1048,1,1,"U"
"E01005467","E01005467","E01005467_E01005467",798,798,798,1,1,"U"
"E01005468","E01005468","E01005468_E01005468",820,820,820,1,1,"U"
"E01005469","E01005469","E01005469_E01005469",689,689,689,1,1,"U"
"E01005470","E01005470","E01005470_E01005470",496,496,496,1,1,"U"
"E01005471","E01005471","E01005471_E01005471",566,566,566,1,1,"U"
"E01005472","E01005472","E01005472_E01005472",660,660,660,1,1,"U"
"E01005473","E01005473","E01005473_E01005473",513,513,513,1,1,"U"
"E01005474","E01005474","E01005474_E01005474",476,476,476,1,1,"U"
"E01005475","E01005475","E01005475_E01005475",610,610,610,1,1,"U"
"E01005476","E01005476","E01005476_E01005476",763,763,763,1,1,"U"
"E01005477","E01005477","E01005477_E01005477",828,828,828,1,1,"U"
"E01005478","E01005478","E01005478_E01005478",664,664,664,1,1,"U"
"E01005479","E01005479","E01005479_E01005479",803,803,803,1,1,"U"
"E01005480","E01005480","E01005480_E01005480",717,717,717,1,1,"U"
"E01005481","E01005481","E01005481_E01005481",597,597,597,1,1,"U"
"E01005482","E01005482","E01005482_E01005482",882,882,882,1,1,"U"
"E01005483","E01005483","E01005483_E01005483",561,561,561,1,1,"U"
"E01005484","E01005484","E01005484_E01005484",771,771,771,1,1,"U"
"E01005485","E01005485","E01005485_E01005485",677,677,677,1,1,"U"
"E01005486","E01005486","E01005486_E01005486",603,603,603,1,1,"U"
"E01005487","E01005487","E01005487_E01005487",606,606,606,1,1,"U"
"E01005488","E01005488","E01005488_E01005488",577,577,577,1,1,"U"
"E01005489","E01005489","E01005489_E01005489",502,502,502,1,1,"U"
"E01005490","E01005490","E01005490_E01005490",416,416,416,1,1,"U"
"E01005491","E01005491","E01005491_E01005491",690,690,690,1,1,"U"
"E01005492","E01005492","E01005492_E01005492",613,613,613,1,1,"U"
"E01005493","E01005493","E01005493_E01005493",719,719,719,1,1,"U"
"E01005494","E01005494","E01005494_E01005494",738,738,738,1,1,"U"
"E01005495","E01005495","E01005495_E01005495",694,694,694,1,1,"U"
"E01005496","E01005496","E01005496_E01005496",512,512,512,1,1,"U"
"E01005497","E01005497","E01005497_E01005497",766,766,766,1,1,"U"
"E01005498","E01005498","E01005498_E01005498",572,572,572,1,1,"U"
"E01005499","E01005499","E01005499_E01005499",679,679,679,1,1,"U"
"E01005500","E01005500","E01005500_E01005500",664,664,664,1,1,"U"
"E01005501","E01005501","E01005501_E01005501",995,995,995,1,1,"U"
"E01005502","E01005502","E01005502_E01005502",741,741,741,1,1,"U"
"E01005503","E01005503","E01005503_E01005503",525,525,525,1,1,"U"
"E01005504","E01005504","E01005504_E01005504",676,676,676,1,1,"U"
"E01005505","E01005505","E01005505_E01005505",932,932,932,1,1,"U"
"E01005506","E01005506","E01005506_E01005506",632,632,632,1,1,"U"
"E01005507","E01005507","E01005507_E01005507",971,971,971,1,1,"U"
"E01005508","E01005508","E01005508_E01005508",784,784,784,1,1,"U"
"E01005509","E01005509","E01005509_E01005509",719,719,719,1,1,"U"
"E01005510","E01005510","E01005510_E01005510",440,440,440,1,1,"U"
"E01005511","E01005511","E01005511_E01005511",495,495,495,1,1,"U"
"E01005512","E01005512","E01005512_E01005512",664,664,664,1,1,"U"
"E01005513","E01005513","E01005513_E01005513",632,632,632,1,1,"U"
"E01005514","E01005514","E01005514_E01005514",779,779,779,1,1,"U"
"E01005515","E01005515","E01005515_E01005515",705,705,705,1,1,"U"
"E01005516","E01005516","E01005516_E01005516",529,529,529,1,1,"U"
"E01005517","E01005517","E01005517_E01005517",630,630,630,1,1,"U"
"E01005518","E01005518","E01005518_E01005518",674,674,674,1,1,"U"
"E01005519","E01005519","E01005519_E01005519",623,623,623,1,1,"U"
