"LSOA11CD","LSOA21CD","LinkCode","TotPersons","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01029862","E01029862","E01029862_E01029862",1361,1361,1361,1,1,"U"
"E01029863","E01029863","E01029863_E01029863",1741,1741,1741,1,1,"U"
"E01029864","E01029864","E01029864_E01029864",1654,1654,1654,1,1,"U"
"E01029865","E01029865","E01029865_E01029865",1603,1603,1603,1,1,"U"
"E01029867","E01029867","E01029867_E01029867",1631,1631,1631,1,1,"U"
"E01029868","E01029868","E01029868_E01029868",1378,1378,1378,1,1,"U"
"E01029869","E01029869","E01029869_E01029869",1590,1590,1590,1,1,"U"
"E01029870","E01029870","E01029870_E01029870",1158,1158,1158,1,1,"U"
"E01029871","E01029871","E01029871_E01029871",1349,1349,1349,1,1,"U"
"E01029872","E01029872","E01029872_E01029872",1441,1441,1441,1,1,"U"
"E01029873","E01029873","E01029873_E01029873",2141,2141,2141,1,1,"U"
"E01029874","E01029874","E01029874_E01029874",1648,1648,1648,1,1,"U"
"E01029875","E01029875","E01029875_E01029875",2382,2382,2382,1,1,"U"
"E01029876","E01029876","E01029876_E01029876",2220,2220,2220,1,1,"U"
"E01029877","E01029877","E01029877_E01029877",1378,1378,1378,1,1,"U"
"E01029878","E01029878","E01029878_E01029878",1191,1191,1191,1,1,"U"
"E01029879","E01029879","E01029879_E01029879",1689,1689,1689,1,1,"U"
"E01029880","E01029880","E01029880_E01029880",1835,1835,1835,1,1,"U"
"E01029881","E01029881","E01029881_E01029881",2074,2074,2074,1,1,"U"
"E01029882","E01029882","E01029882_E01029882",1517,1517,1517,1,1,"U"
"E01029883","E01029883","E01029883_E01029883",2025,2025,2025,1,1,"U"
"E01029884","E01029884","E01029884_E01029884",1816,1816,1816,1,1,"U"
"E01029885","E01029885","E01029885_E01029885",2258,2258,2258,1,1,"U"
"E01029886","E01029886","E01029886_E01029886",1355,1355,1355,1,1,"U"
"E01029887","E01029887","E01029887_E01029887",2146,2146,2146,1,1,"U"
"E01029888","E01029888","E01029888_E01029888",1294,1294,1294,1,1,"U"
"E01029889","E01029889","E01029889_E01029889",1330,1330,1330,1,1,"U"
"E01029890","E01029890","E01029890_E01029890",1743,1743,1743,1,1,"U"
"E01029891","E01029891","E01029891_E01029891",2127,2127,2127,1,1,"U"
"E01029892","E01029892","E01029892_E01029892",1979,1979,1979,1,1,"U"
"E01029893","E01034559","E01029893_E01034559",1748,3171,1748,1,0.551245663828445,"S"
"E01029893","E01034560","E01029893_E01034560",1423,3171,1423,1,0.448754336171555,"S"
"E01029894","E01029894","E01029894_E01029894",1118,1118,1118,1,1,"U"
"E01029895","E01029895","E01029895_E01029895",1159,1159,1159,1,1,"U"
"E01029896","E01029896","E01029896_E01029896",1289,1289,1289,1,1,"U"
"E01029897","E01029897","E01029897_E01029897",2457,2457,2457,1,1,"U"
"E01029898","E01029898","E01029898_E01029898",1925,1925,1925,1,1,"U"
"E01029899","E01029899","E01029899_E01029899",1790,1790,1790,1,1,"U"
"E01029900","E01029900","E01029900_E01029900",1779,1779,1779,1,1,"U"
"E01029901","E01029901","E01029901_E01029901",2412,2412,2412,1,1,"U"
"E01029902","E01029902","E01029902_E01029902",2182,2182,2182,1,1,"U"
"E01029903","E01029903","E01029903_E01029903",1477,1477,1477,1,1,"U"
"E01029904","E01029904","E01029904_E01029904",1620,1620,1620,1,1,"U"
"E01029905","E01029905","E01029905_E01029905",1184,1184,1184,1,1,"U"
"E01029906","E01029906","E01029906_E01029906",1851,1851,1851,1,1,"U"
"E01029907","E01029907","E01029907_E01029907",2316,2316,2316,1,1,"U"
"E01029908","E01029908","E01029908_E01029908",1601,1601,1601,1,1,"U"
"E01029909","E01029909","E01029909_E01029909",1546,1546,1546,1,1,"U"
"E01029910","E01029910","E01029910_E01029910",1169,1169,1169,1,1,"U"
"E01029911","E01029911","E01029911_E01029911",2275,2275,2275,1,1,"U"
"E01029912","E01029912","E01029912_E01029912",1897,1897,1897,1,1,"U"
"E01029913","E01029913","E01029913_E01029913",1052,1052,1052,1,1,"U"
"E01029914","E01029914","E01029914_E01029914",1594,1594,1594,1,1,"U"
"E01029915","E01029915","E01029915_E01029915",1183,1183,1183,1,1,"U"
"E01029916","E01029916","E01029916_E01029916",1344,1344,1344,1,1,"U"
"E01029917","E01029917","E01029917_E01029917",2000,2000,2000,1,1,"U"
"E01029918","E01029918","E01029918_E01029918",1124,1124,1124,1,1,"U"
"E01029919","E01029919","E01029919_E01029919",1570,1570,1570,1,1,"U"
"E01029920","E01029920","E01029920_E01029920",1822,1822,1822,1,1,"U"
"E01029921","E01029921","E01029921_E01029921",1213,1213,1213,1,1,"U"
"E01029922","E01029922","E01029922_E01029922",1560,1560,1560,1,1,"U"
"E01029923","E01029923","E01029923_E01029923",1447,1447,1447,1,1,"U"
"E01029925","E01029925","E01029925_E01029925",1850,1850,1850,1,1,"U"
"E01029926","E01029926","E01029926_E01029926",1668,1668,1668,1,1,"U"
"E01029927","E01029927","E01029927_E01029927",2443,2443,2443,1,1,"U"
"E01029928","E01029928","E01029928_E01029928",1890,1890,1890,1,1,"U"
"E01029929","E01029929","E01029929_E01029929",2150,2150,2150,1,1,"U"
"E01029930","E01029930","E01029930_E01029930",1548,1548,1548,1,1,"U"
"E01029937","E01029937","E01029937_E01029937",2321,2321,2321,1,1,"U"
"E01029938","E01029938","E01029938_E01029938",1519,1519,1519,1,1,"U"
"E01029939","E01029939","E01029939_E01029939",1607,1607,1607,1,1,"U"
"E01029940","E01029940","E01029940_E01029940",1293,1293,1293,1,1,"U"
"E01029941","E01029941","E01029941_E01029941",1859,1859,1859,1,1,"U"
"E01029942","E01029942","E01029942_E01029942",1602,1602,1602,1,1,"U"
"E01029944","E01029944","E01029944_E01029944",1692,1692,1692,1,1,"U"
"E01029945","E01029945","E01029945_E01029945",2766,2766,2766,1,1,"U"
"E01029946","E01029946","E01029946_E01029946",2176,2176,2176,1,1,"U"
"E01029947","E01029947","E01029947_E01029947",2261,2261,2261,1,1,"U"
"E01029949","E01029949","E01029949_E01029949",1554,1554,1554,1,1,"U"
"E01029950","E01029950","E01029950_E01029950",1750,1750,1750,1,1,"U"
"E01029951","E01029951","E01029951_E01029951",1341,1341,1341,1,1,"U"
"E01029952","E01029952","E01029952_E01029952",1216,1216,1216,1,1,"U"
"E01029953","E01029953","E01029953_E01029953",1362,1362,1362,1,1,"U"
"E01029954","E01034568","E01029954_E01034568",1130,2499,1130,1,0.45218087234894,"S"
"E01029954","E01034569","E01029954_E01034569",1369,2499,1369,1,0.54781912765106,"S"
"E01029955","E01029955","E01029955_E01029955",1697,1697,1697,1,1,"U"
"E01029956","E01029956","E01029956_E01029956",1444,1444,1444,1,1,"U"
"E01029957","E01029957","E01029957_E01029957",2263,2263,2263,1,1,"U"
"E01029958","E01029958","E01029958_E01029958",1397,1397,1397,1,1,"U"
"E01029960","E01029960","E01029960_E01029960",2028,2028,2028,1,1,"U"
"E01029961","E01029961","E01029961_E01029961",1514,1514,1514,1,1,"U"
"E01029962","E01029962","E01029962_E01029962",1616,1616,1616,1,1,"U"
"E01029963","E01029963","E01029963_E01029963",1614,1614,1614,1,1,"U"
"E01029964","E01029964","E01029964_E01029964",1394,1394,1394,1,1,"U"
"E01029965","E01029965","E01029965_E01029965",1457,1457,1457,1,1,"U"
"E01029966","E01029966","E01029966_E01029966",1662,1662,1662,1,1,"U"
"E01029967","E01029967","E01029967_E01029967",1327,1327,1327,1,1,"U"
"E01029968","E01029968","E01029968_E01029968",1584,1584,1584,1,1,"U"
"E01029969","E01029969","E01029969_E01029969",1727,1727,1727,1,1,"U"
"E01029970","E01029970","E01029970_E01029970",1688,1688,1688,1,1,"U"
"E01029971","E01029971","E01029971_E01029971",1572,1572,1572,1,1,"U"
"E01029973","E01029973","E01029973_E01029973",1454,1454,1454,1,1,"U"
"E01029974","E01029974","E01029974_E01029974",1564,1564,1564,1,1,"U"
"E01029975","E01029975","E01029975_E01029975",1256,1256,1256,1,1,"U"
"E01029976","E01029976","E01029976_E01029976",1561,1561,1561,1,1,"U"
"E01029977","E01029977","E01029977_E01029977",1531,1531,1531,1,1,"U"
"E01029978","E01029978","E01029978_E01029978",1278,1278,1278,1,1,"U"
"E01029979","E01029979","E01029979_E01029979",1599,1599,1599,1,1,"U"
"E01029980","E01029980","E01029980_E01029980",1642,1642,1642,1,1,"U"
"E01029981","E01029981","E01029981_E01029981",1213,1213,1213,1,1,"U"
"E01029982","E01029982","E01029982_E01029982",1482,1482,1482,1,1,"U"
"E01029983","E01029983","E01029983_E01029983",1593,1593,1593,1,1,"U"
"E01029984","E01029984","E01029984_E01029984",1651,1651,1651,1,1,"U"
"E01029985","E01029985","E01029985_E01029985",2507,2507,2507,1,1,"U"
"E01029986","E01029986","E01029986_E01029986",1568,1568,1568,1,1,"U"
"E01029987","E01029987","E01029987_E01029987",1547,1547,1547,1,1,"U"
"E01029988","E01029988","E01029988_E01029988",2103,2103,2103,1,1,"U"
"E01029990","E01029990","E01029990_E01029990",1546,1546,1546,1,1,"U"
"E01029991","E01029991","E01029991_E01029991",1621,1621,1621,1,1,"U"
"E01029992","E01029992","E01029992_E01029992",1318,1318,1318,1,1,"U"
"E01029994","E01029994","E01029994_E01029994",1650,1650,1650,1,1,"U"
"E01029995","E01029995","E01029995_E01029995",1687,1687,1687,1,1,"U"
"E01029996","E01029996","E01029996_E01029996",1680,1680,1680,1,1,"U"
"E01029997","E01029997","E01029997_E01029997",1565,1565,1565,1,1,"U"
"E01029998","E01029998","E01029998_E01029998",1866,1866,1866,1,1,"U"
"E01029999","E01029999","E01029999_E01029999",1621,1621,1621,1,1,"U"
"E01030000","E01030000","E01030000_E01030000",1627,1627,1627,1,1,"U"
"E01030001","E01030001","E01030001_E01030001",1801,1801,1801,1,1,"U"
"E01030002","E01030002","E01030002_E01030002",1967,1967,1967,1,1,"U"
"E01030003","E01030003","E01030003_E01030003",1789,1789,1789,1,1,"U"
"E01030004","E01030004","E01030004_E01030004",1252,1252,1252,1,1,"U"
"E01030005","E01030005","E01030005_E01030005",2863,2863,2863,1,1,"U"
"E01030006","E01030006","E01030006_E01030006",1830,1830,1830,1,1,"U"
"E01030007","E01030007","E01030007_E01030007",2106,2106,2106,1,1,"U"
"E01030008","E01030008","E01030008_E01030008",1345,1345,1345,1,1,"U"
"E01030009","E01030009","E01030009_E01030009",1428,1428,1428,1,1,"U"
"E01030010","E01030010","E01030010_E01030010",1962,1962,1962,1,1,"U"
"E01030011","E01030011","E01030011_E01030011",1577,1577,1577,1,1,"U"
"E01030012","E01030012","E01030012_E01030012",1151,1151,1151,1,1,"U"
"E01030013","E01030013","E01030013_E01030013",1525,1525,1525,1,1,"U"
"E01030014","E01030014","E01030014_E01030014",1457,1457,1457,1,1,"U"
"E01030015","E01030015","E01030015_E01030015",1311,1311,1311,1,1,"U"
"E01030016","E01030016","E01030016_E01030016",1356,1356,1356,1,1,"U"
"E01030017","E01030017","E01030017_E01030017",1446,1446,1446,1,1,"U"
"E01030018","E01030018","E01030018_E01030018",1590,1590,1590,1,1,"U"
"E01030019","E01030019","E01030019_E01030019",1483,1483,1483,1,1,"U"
"E01030020","E01030020","E01030020_E01030020",1354,1354,1354,1,1,"U"
"E01030021","E01030021","E01030021_E01030021",1439,1439,1439,1,1,"U"
"E01030022","E01030022","E01030022_E01030022",2063,2063,2063,1,1,"U"
"E01030023","E01030023","E01030023_E01030023",2080,2080,2080,1,1,"U"
"E01030024","E01030024","E01030024_E01030024",1991,1991,1991,1,1,"U"
"E01030025","E01030025","E01030025_E01030025",1921,1921,1921,1,1,"U"
"E01030026","E01030026","E01030026_E01030026",2122,2122,2122,1,1,"U"
"E01030027","E01030027","E01030027_E01030027",2030,2030,2030,1,1,"U"
"E01030028","E01030028","E01030028_E01030028",1753,1753,1753,1,1,"U"
"E01030029","E01030029","E01030029_E01030029",1645,1645,1645,1,1,"U"
"E01030030","E01030030","E01030030_E01030030",2193,2193,2193,1,1,"U"
"E01030031","E01030031","E01030031_E01030031",1484,1484,1484,1,1,"U"
"E01030032","E01030032","E01030032_E01030032",1536,1536,1536,1,1,"U"
"E01030033","E01030033","E01030033_E01030033",1565,1565,1565,1,1,"U"
"E01030034","E01030034","E01030034_E01030034",1431,1431,1431,1,1,"U"
"E01030035","E01030035","E01030035_E01030035",1891,1891,1891,1,1,"U"
"E01030036","E01030036","E01030036_E01030036",1921,1921,1921,1,1,"U"
"E01030037","E01030037","E01030037_E01030037",1204,1204,1204,1,1,"U"
"E01030038","E01030038","E01030038_E01030038",1150,1150,1150,1,1,"U"
"E01030039","E01030039","E01030039_E01030039",1420,1420,1420,1,1,"U"
"E01030040","E01030040","E01030040_E01030040",1256,1256,1256,1,1,"U"
"E01030041","E01030041","E01030041_E01030041",2330,2330,2330,1,1,"U"
"E01030042","E01030042","E01030042_E01030042",1770,1770,1770,1,1,"U"
"E01030043","E01030043","E01030043_E01030043",2471,2471,2471,1,1,"U"
"E01030044","E01030044","E01030044_E01030044",1275,1275,1275,1,1,"U"
"E01030045","E01030045","E01030045_E01030045",1764,1764,1764,1,1,"U"
"E01030046","E01030046","E01030046_E01030046",1629,1629,1629,1,1,"U"
"E01030047","E01030047","E01030047_E01030047",1223,1223,1223,1,1,"U"
"E01030048","E01030048","E01030048_E01030048",2459,2459,2459,1,1,"U"
"E01030049","E01030049","E01030049_E01030049",1881,1881,1881,1,1,"U"
"E01030050","E01030050","E01030050_E01030050",2425,2425,2425,1,1,"U"
"E01030051","E01030051","E01030051_E01030051",1771,1771,1771,1,1,"U"
"E01030052","E01030052","E01030052_E01030052",2217,2217,2217,1,1,"U"
"E01030053","E01030053","E01030053_E01030053",2275,2275,2275,1,1,"U"
"E01030054","E01030054","E01030054_E01030054",1452,1452,1452,1,1,"U"
"E01030055","E01030055","E01030055_E01030055",1466,1466,1466,1,1,"U"
"E01030056","E01030056","E01030056_E01030056",2202,2202,2202,1,1,"U"
"E01030057","E01030057","E01030057_E01030057",2293,2293,2293,1,1,"U"
"E01030058","E01030058","E01030058_E01030058",2009,2009,2009,1,1,"U"
"E01030059","E01030059","E01030059_E01030059",2422,2422,2422,1,1,"U"
"E01030060","E01030060","E01030060_E01030060",1524,1524,1524,1,1,"U"
"E01030061","E01030061","E01030061_E01030061",1761,1761,1761,1,1,"U"
"E01030062","E01030062","E01030062_E01030062",1399,1399,1399,1,1,"U"
"E01030063","E01030063","E01030063_E01030063",2586,2586,2586,1,1,"U"
"E01030064","E01030064","E01030064_E01030064",2491,2491,2491,1,1,"U"
"E01030065","E01030065","E01030065_E01030065",2160,2160,2160,1,1,"U"
"E01030066","E01030066","E01030066_E01030066",1728,1728,1728,1,1,"U"
"E01030067","E01030067","E01030067_E01030067",1182,1182,1182,1,1,"U"
"E01030068","E01030068","E01030068_E01030068",1733,1733,1733,1,1,"U"
"E01030069","E01030069","E01030069_E01030069",1461,1461,1461,1,1,"U"
"E01030070","E01030070","E01030070_E01030070",1870,1870,1870,1,1,"U"
"E01030071","E01030071","E01030071_E01030071",1448,1448,1448,1,1,"U"
"E01030072","E01030072","E01030072_E01030072",1634,1634,1634,1,1,"U"
"E01030073","E01030073","E01030073_E01030073",1548,1548,1548,1,1,"U"
"E01030075","E01030075","E01030075_E01030075",2126,2126,2126,1,1,"U"
"E01030076","E01030076","E01030076_E01030076",1557,1557,1557,1,1,"U"
"E01030077","E01030077","E01030077_E01030077",1476,1476,1476,1,1,"U"
"E01030078","E01030078","E01030078_E01030078",1573,1573,1573,1,1,"U"
"E01030079","E01030079","E01030079_E01030079",1458,1458,1458,1,1,"U"
"E01030080","E01030080","E01030080_E01030080",1710,1710,1710,1,1,"U"
"E01030081","E01030081","E01030081_E01030081",2589,2589,2589,1,1,"U"
"E01030082","E01034570","E01030082_E01034570",1771,2775,1771,1,0.638198198198198,"S"
"E01030082","E01034571","E01030082_E01034571",1004,2775,1004,1,0.361801801801802,"S"
"E01030083","E01030083","E01030083_E01030083",2290,2290,2290,1,1,"U"
"E01030084","E01030084","E01030084_E01030084",1698,1698,1698,1,1,"U"
"E01030085","E01030085","E01030085_E01030085",1618,1618,1618,1,1,"U"
"E01030086","E01030086","E01030086_E01030086",1201,1201,1201,1,1,"U"
"E01030087","E01030087","E01030087_E01030087",1306,1306,1306,1,1,"U"
"E01030088","E01030088","E01030088_E01030088",1235,1235,1235,1,1,"U"
"E01030089","E01030089","E01030089_E01030089",2077,2077,2077,1,1,"U"
"E01030090","E01030090","E01030090_E01030090",2482,2482,2482,1,1,"U"
"E01030091","E01030091","E01030091_E01030091",1826,1826,1826,1,1,"U"
"E01030092","E01030092","E01030092_E01030092",1438,1438,1438,1,1,"U"
"E01030093","E01030093","E01030093_E01030093",1629,1629,1629,1,1,"U"
"E01030094","E01030094","E01030094_E01030094",1418,1418,1418,1,1,"U"
"E01030095","E01030095","E01030095_E01030095",1213,1213,1213,1,1,"U"
"E01030096","E01030096","E01030096_E01030096",1444,1444,1444,1,1,"U"
"E01030097","E01030097","E01030097_E01030097",1269,1269,1269,1,1,"U"
"E01030098","E01030098","E01030098_E01030098",2579,2579,2579,1,1,"U"
"E01030099","E01030099","E01030099_E01030099",1943,1943,1943,1,1,"U"
"E01030100","E01030100","E01030100_E01030100",2195,2195,2195,1,1,"U"
"E01030101","E01030101","E01030101_E01030101",2298,2298,2298,1,1,"U"
"E01030103","E01034572","E01030103_E01034572",1617,3181,1617,1,0.508330713612072,"S"
"E01030103","E01034573","E01030103_E01034573",1564,3181,1564,1,0.491669286387928,"S"
"E01030104","E01030104","E01030104_E01030104",2575,2575,2575,1,1,"U"
"E01030105","E01030105","E01030105_E01030105",1813,1813,1813,1,1,"U"
"E01030106","E01030106","E01030106_E01030106",2311,2311,2311,1,1,"U"
"E01030107","E01030107","E01030107_E01030107",1593,1593,1593,1,1,"U"
"E01030108","E01030108","E01030108_E01030108",1844,1844,1844,1,1,"U"
"E01030109","E01030109","E01030109_E01030109",1813,1813,1813,1,1,"U"
"E01030110","E01030110","E01030110_E01030110",2788,2788,2788,1,1,"U"
"E01030111","E01030111","E01030111_E01030111",1332,1332,1332,1,1,"U"
"E01030112","E01030112","E01030112_E01030112",1823,1823,1823,1,1,"U"
"E01030113","E01030113","E01030113_E01030113",2085,2085,2085,1,1,"U"
"E01030114","E01030114","E01030114_E01030114",1501,1501,1501,1,1,"U"
"E01030115","E01030115","E01030115_E01030115",2297,2297,2297,1,1,"U"
"E01030116","E01030116","E01030116_E01030116",2168,2168,2168,1,1,"U"
"E01030117","E01030117","E01030117_E01030117",1616,1616,1616,1,1,"U"
"E01030118","E01030118","E01030118_E01030118",1415,1415,1415,1,1,"U"
"E01030119","E01030119","E01030119_E01030119",2183,2183,2183,1,1,"U"
"E01030120","E01034574","E01030120_E01034574",1104,2209,1104,1,0.499773653236759,"S"
"E01030120","E01034575","E01030120_E01034575",1105,2209,1105,1,0.500226346763241,"S"
"E01030121","E01030121","E01030121_E01030121",2304,2304,2304,1,1,"U"
"E01030122","E01030122","E01030122_E01030122",2205,2205,2205,1,1,"U"
"E01030123","E01030123","E01030123_E01030123",1715,1715,1715,1,1,"U"
"E01030124","E01030124","E01030124_E01030124",1580,1580,1580,1,1,"U"
"E01030125","E01030125","E01030125_E01030125",1390,1390,1390,1,1,"U"
"E01030127","E01030127","E01030127_E01030127",1109,1109,1109,1,1,"U"
"E01030128","E01030128","E01030128_E01030128",1306,1306,1306,1,1,"U"
"E01030129","E01030129","E01030129_E01030129",1318,1318,1318,1,1,"U"
"E01030130","E01030130","E01030130_E01030130",1469,1469,1469,1,1,"U"
"E01030131","E01030131","E01030131_E01030131",1214,1214,1214,1,1,"U"
"E01030132","E01030132","E01030132_E01030132",1517,1517,1517,1,1,"U"
"E01030133","E01030133","E01030133_E01030133",1391,1391,1391,1,1,"U"
"E01030134","E01030134","E01030134_E01030134",1247,1247,1247,1,1,"U"
"E01030135","E01030135","E01030135_E01030135",1486,1486,1486,1,1,"U"
"E01030137","E01030137","E01030137_E01030137",1574,1574,1574,1,1,"U"
"E01030138","E01030138","E01030138_E01030138",2434,2434,2434,1,1,"U"
"E01030139","E01030139","E01030139_E01030139",1617,1617,1617,1,1,"U"
"E01030140","E01030140","E01030140_E01030140",1225,1225,1225,1,1,"U"
"E01030141","E01030141","E01030141_E01030141",1496,1496,1496,1,1,"U"
"E01030142","E01030142","E01030142_E01030142",1606,1606,1606,1,1,"U"
"E01030143","E01030143","E01030143_E01030143",1412,1412,1412,1,1,"U"
"E01030144","E01030144","E01030144_E01030144",1271,1271,1271,1,1,"U"
"E01030145","E01030145","E01030145_E01030145",1424,1424,1424,1,1,"U"
"E01030146","E01030146","E01030146_E01030146",1491,1491,1491,1,1,"U"
"E01030147","E01030147","E01030147_E01030147",1454,1454,1454,1,1,"U"
"E01030148","E01030148","E01030148_E01030148",1176,1176,1176,1,1,"U"
"E01030149","E01030149","E01030149_E01030149",1441,1441,1441,1,1,"U"
"E01030150","E01030150","E01030150_E01030150",2288,2288,2288,1,1,"U"
"E01030151","E01030151","E01030151_E01030151",3866,3866,3866,1,1,"U"
"E01030152","E01030152","E01030152_E01030152",2042,2042,2042,1,1,"U"
"E01030153","E01030153","E01030153_E01030153",1175,1175,1175,1,1,"U"
"E01030154","E01030154","E01030154_E01030154",2172,2172,2172,1,1,"U"
"E01030155","E01030155","E01030155_E01030155",2010,2010,2010,1,1,"U"
"E01030158","E01030158","E01030158_E01030158",1441,1441,1441,1,1,"U"
"E01030159","E01030159","E01030159_E01030159",1536,1536,1536,1,1,"U"
"E01030160","E01030160","E01030160_E01030160",1581,1581,1581,1,1,"U"
"E01030161","E01030161","E01030161_E01030161",1667,1667,1667,1,1,"U"
"E01030162","E01030162","E01030162_E01030162",1460,1460,1460,1,1,"U"
"E01030163","E01030163","E01030163_E01030163",1799,1799,1799,1,1,"U"
"E01030164","E01030164","E01030164_E01030164",1522,1522,1522,1,1,"U"
"E01030165","E01030165","E01030165_E01030165",1736,1736,1736,1,1,"U"
"E01030166","E01030166","E01030166_E01030166",1410,1410,1410,1,1,"U"
"E01030167","E01030167","E01030167_E01030167",1325,1325,1325,1,1,"U"
"E01030168","E01030168","E01030168_E01030168",1418,1418,1418,1,1,"U"
"E01030169","E01030169","E01030169_E01030169",1583,1583,1583,1,1,"U"
"E01030170","E01030170","E01030170_E01030170",1699,1699,1699,1,1,"U"
"E01030171","E01030171","E01030171_E01030171",1854,1854,1854,1,1,"U"
"E01030172","E01030172","E01030172_E01030172",2092,2092,2092,1,1,"U"
"E01030173","E01030173","E01030173_E01030173",2331,2331,2331,1,1,"U"
"E01030174","E01030174","E01030174_E01030174",1399,1399,1399,1,1,"U"
"E01030175","E01030175","E01030175_E01030175",2408,2408,2408,1,1,"U"
"E01030176","E01030176","E01030176_E01030176",2076,2076,2076,1,1,"U"
"E01030179","E01030179","E01030179_E01030179",2782,2782,2782,1,1,"U"
"E01030180","E01030180","E01030180_E01030180",1378,1378,1378,1,1,"U"
"E01030181","E01030181","E01030181_E01030181",1840,1840,1840,1,1,"U"
"E01030183","E01030183","E01030183_E01030183",1831,1831,1831,1,1,"U"
"E01030184","E01030184","E01030184_E01030184",1694,1694,1694,1,1,"U"
"E01030185","E01030185","E01030185_E01030185",2075,2075,2075,1,1,"U"
"E01030186","E01030186","E01030186_E01030186",1681,1681,1681,1,1,"U"
"E01030187","E01030187","E01030187_E01030187",1582,1582,1582,1,1,"U"
"E01030188","E01030188","E01030188_E01030188",1630,1630,1630,1,1,"U"
"E01030189","E01030189","E01030189_E01030189",1650,1650,1650,1,1,"U"
"E01030190","E01030190","E01030190_E01030190",2343,2343,2343,1,1,"U"
"E01030191","E01030191","E01030191_E01030191",1504,1504,1504,1,1,"U"
"E01030192","E01030192","E01030192_E01030192",1365,1365,1365,1,1,"U"
"E01030193","E01030193","E01030193_E01030193",2043,2043,2043,1,1,"U"
"E01030194","E01030194","E01030194_E01030194",1808,1808,1808,1,1,"U"
"E01030195","E01030195","E01030195_E01030195",1545,1545,1545,1,1,"U"
"E01030196","E01030196","E01030196_E01030196",1553,1553,1553,1,1,"U"
"E01030197","E01030197","E01030197_E01030197",1823,1823,1823,1,1,"U"
"E01030198","E01030198","E01030198_E01030198",1338,1338,1338,1,1,"U"
"E01030199","E01030199","E01030199_E01030199",1758,1758,1758,1,1,"U"
"E01030200","E01030200","E01030200_E01030200",2234,2234,2234,1,1,"U"
"E01030201","E01030201","E01030201_E01030201",2144,2144,2144,1,1,"U"
"E01030203","E01030203","E01030203_E01030203",1883,1883,1883,1,1,"U"
"E01030204","E01030204","E01030204_E01030204",1945,1945,1945,1,1,"U"
"E01030205","E01030205","E01030205_E01030205",1275,1275,1275,1,1,"U"
"E01030206","E01030206","E01030206_E01030206",1480,1480,1480,1,1,"U"
"E01030207","E01030207","E01030207_E01030207",1658,1658,1658,1,1,"U"
"E01030208","E01030208","E01030208_E01030208",1286,1286,1286,1,1,"U"
"E01030209","E01030209","E01030209_E01030209",2269,2269,2269,1,1,"U"
"E01030210","E01030210","E01030210_E01030210",2502,2502,2502,1,1,"U"
"E01030211","E01030211","E01030211_E01030211",1908,1908,1908,1,1,"U"
"E01030212","E01030212","E01030212_E01030212",1980,1980,1980,1,1,"U"
"E01030214","E01030214","E01030214_E01030214",1219,1219,1219,1,1,"U"
"E01030215","E01030215","E01030215_E01030215",1672,1672,1672,1,1,"U"
"E01030216","E01030216","E01030216_E01030216",1472,1472,1472,1,1,"U"
"E01030217","E01030217","E01030217_E01030217",1436,1436,1436,1,1,"U"
"E01030218","E01030218","E01030218_E01030218",1476,1476,1476,1,1,"U"
"E01030219","E01030219","E01030219_E01030219",2026,2026,2026,1,1,"U"
"E01030220","E01030220","E01030220_E01030220",2244,2244,2244,1,1,"U"
"E01030221","E01030221","E01030221_E01030221",2145,2145,2145,1,1,"U"
"E01030222","E01030222","E01030222_E01030222",2096,2096,2096,1,1,"U"
"E01030223","E01030223","E01030223_E01030223",1805,1805,1805,1,1,"U"
"E01030224","E01030224","E01030224_E01030224",1711,1711,1711,1,1,"U"
"E01030225","E01030225","E01030225_E01030225",1585,1585,1585,1,1,"U"
"E01030226","E01030226","E01030226_E01030226",1866,1866,1866,1,1,"U"
"E01030227","E01030227","E01030227_E01030227",1476,1476,1476,1,1,"U"
"E01030228","E01030228","E01030228_E01030228",1658,1658,1658,1,1,"U"
"E01030229","E01030229","E01030229_E01030229",2157,2157,2157,1,1,"U"
"E01030230","E01030230","E01030230_E01030230",1805,1805,1805,1,1,"U"
"E01030231","E01030231","E01030231_E01030231",1538,1538,1538,1,1,"U"
"E01030232","E01030232","E01030232_E01030232",1679,1679,1679,1,1,"U"
"E01030233","E01030233","E01030233_E01030233",1457,1457,1457,1,1,"U"
"E01030234","E01030234","E01030234_E01030234",1581,1581,1581,1,1,"U"
"E01030235","E01030235","E01030235_E01030235",1491,1491,1491,1,1,"U"
"E01030236","E01030236","E01030236_E01030236",1957,1957,1957,1,1,"U"
"E01030237","E01030237","E01030237_E01030237",2861,2861,2861,1,1,"U"
"E01030238","E01030238","E01030238_E01030238",1686,1686,1686,1,1,"U"
"E01030239","E01030239","E01030239_E01030239",1854,1854,1854,1,1,"U"
"E01030240","E01030240","E01030240_E01030240",1567,1567,1567,1,1,"U"
"E01030241","E01030241","E01030241_E01030241",1464,1464,1464,1,1,"U"
"E01030242","E01030242","E01030242_E01030242",1399,1399,1399,1,1,"U"
"E01030243","E01030243","E01030243_E01030243",1529,1529,1529,1,1,"U"
"E01030244","E01030244","E01030244_E01030244",1795,1795,1795,1,1,"U"
"E01030245","E01030245","E01030245_E01030245",1622,1622,1622,1,1,"U"
"E01030246","E01030246","E01030246_E01030246",1422,1422,1422,1,1,"U"
